name,code,ean,description,photos,category_path,category_name,price_net,tax,price_gross,currency,is_available,stock,availability_date,base_unit_of_measure,items_in_package_count,has_carton_packaging,base_units_in_carton_count,hs_code,country_of_origin,width_cm,height_cm,depth_cm,weight_kg,remarks
"Decorative Rosettes Yummy, mint (1 pkt / 3 pc.)",RPK20-103,5902230796997,"Decorative rosettes Yummy, mint with gold edges, diameters approx.: 40 cm, 32 cm, and 23 cm.<BR>(1 pkt / 3 pc.)",https://shop.partydeco.pl/media/products/fe7985afd43265c5150867fa5aa3e513/images/RPK20-103_01_S.jpg;https://shop.partydeco.pl/media/products/fe7985afd43265c5150867fa5aa3e513/images/RPK20-103_op_01_S.jpg;https://shop.partydeco.pl/media/products/fe7985afd43265c5150867fa5aa3e513/images/RPK20-103_02_S.jpg;https://shop.partydeco.pl/media/products/fe7985afd43265c5150867fa5aa3e513/images/RPK20-103_03_S.jpg;https://shop.partydeco.pl/media/products/fe7985afd43265c5150867fa5aa3e513/images/RPK20-103_04_S.jpg;https://shop.partydeco.pl/media/products/fe7985afd43265c5150867fa5aa3e513/images/RPK20-103_05_S.jpg,"Products > Hanging decorations > Paper rosettes","Paper rosettes",13.76,23,16.92,PLN,1,300,,PK,3,1,50,95059000,CHN,20,1.8,13,0.088,
"Napkins - All you need is love, white, 33x33cm (1 pkt / 20 pc.)",SP33-75-008-019,5900779102705,"Paper napkins, white with gold metallic inscription All you need is love, size after unfolding approx. 33 x 33 cm, size after assembling approx. 16.5 x 16.5 cm.<BR>(1 pkt / 20 pc.)",https://shop.partydeco.pl/media/products/cea795b5c6f24a7c972aa6c554d54f4c/images/SP33-75-008-019_01_S.jpg;https://shop.partydeco.pl/media/products/cea795b5c6f24a7c972aa6c554d54f4c/images/SP33-75-008-019_02_S.jpg;https://shop.partydeco.pl/media/products/cea795b5c6f24a7c972aa6c554d54f4c/images/SP33-75-008-019_03_S.jpg;https://shop.partydeco.pl/media/products/cea795b5c6f24a7c972aa6c554d54f4c/images/SP33-75-008-019_04_S.jpg;https://shop.partydeco.pl/media/products/cea795b5c6f24a7c972aa6c554d54f4c/images/SP33-75-008-019_05_S.jpg;https://shop.partydeco.pl/media/products/cea795b5c6f24a7c972aa6c554d54f4c/images/SP33-75-008-019_06_S.jpg;https://shop.partydeco.pl/media/products/cea795b5c6f24a7c972aa6c554d54f4c/images/SP33-75-008-019_08_S.jpg;https://shop.partydeco.pl/media/products/cea795b5c6f24a7c972aa6c554d54f4c/images/SP33-75-008-019_09_S.jpg,"Products > Napkins / Candles > Napkins with print","Napkins with print",6.68,23,8.22,PLN,1,300,,PK,20,1,12,48183000,CHN,16.5,1.5,16.5,0.112,
"Napkins Bride to be, rose gold,  33x33cm (1 pkt / 20 pc.)",SP33-76-019R,5902230720466,"Paper napkins in white colour with a rose gold inscription Bride to Be, size after unfolding approx. 33 x 33 cm, size after assembling approx. 16.5 x 16.5 cm.<BR>(1 pkt / 20 pc.)",https://shop.partydeco.pl/media/products/302d849da809113c581d93a8fc8fc60c/images/SP33-76-019R_01_S.jpg;https://shop.partydeco.pl/media/products/302d849da809113c581d93a8fc8fc60c/images/SP33-76-019R_02_S.jpg;https://shop.partydeco.pl/media/products/302d849da809113c581d93a8fc8fc60c/images/SP33-76-019R_03_S.jpg;https://shop.partydeco.pl/media/products/302d849da809113c581d93a8fc8fc60c/images/SP33-76-019R_04_S.jpg;https://shop.partydeco.pl/media/products/302d849da809113c581d93a8fc8fc60c/images/SP33-76-019R_05_S.jpg;https://shop.partydeco.pl/media/products/302d849da809113c581d93a8fc8fc60c/images/SP33-76-019R_op_01_S.jpg;https://shop.partydeco.pl/media/products/302d849da809113c581d93a8fc8fc60c/images/SP33-76-019R_06_S.jpg;https://shop.partydeco.pl/media/products/302d849da809113c581d93a8fc8fc60c/images/SP33-76-019R_07_S.jpg,"Products > Napkins / Candles > Napkins with print","Napkins with print",7.26,23,8.93,PLN,1,300,,PK,20,1,12,48183000,CHN,16.5,2,16.5,0.112,
"Napkins 18th Birthday, white, 33x33cm (1 pkt / 20 pc.)",SP33-77-18-008,5901157464903,"Paper napkins 18th Birthday, white with gold inscription, size after unfolding approx. 33 x 33 cm, size after assembling approx. 16.5 x 16.5 cm. <BR>(1 pkt / 20 pc.)",https://shop.partydeco.pl/media/products/858e4ca69db62641e5f50e1e2eea5590/images/SP33-77-18-008_01_S.jpg;https://shop.partydeco.pl/media/products/858e4ca69db62641e5f50e1e2eea5590/images/SP33-77-18-008_02_S.jpg;https://shop.partydeco.pl/media/products/858e4ca69db62641e5f50e1e2eea5590/images/SP33-77-18-008_op_01_S.jpg;https://shop.partydeco.pl/media/products/858e4ca69db62641e5f50e1e2eea5590/images/SP33-77-18-008_05_S.jpg;https://shop.partydeco.pl/media/products/858e4ca69db62641e5f50e1e2eea5590/images/SP33-77-18-008_06_S.jpg;https://shop.partydeco.pl/media/products/858e4ca69db62641e5f50e1e2eea5590/images/SP33-77-18-008_07_S.jpg;https://shop.partydeco.pl/media/products/858e4ca69db62641e5f50e1e2eea5590/images/SP33-77-18-008_08_S.jpg;https://shop.partydeco.pl/media/products/858e4ca69db62641e5f50e1e2eea5590/images/SP33-77-18-008_09_S.jpg,"Products > Napkins / Candles > Napkins with print","Napkins with print",6.50,23,8.00,PLN,1,300,,PK,20,1,12,48183000,CHN,16.5,2,16.5,0.11,
"Napkins 30th Birthday, white, 33x33cm (1 pkt / 20 pc.)",SP33-77-30-008,5900779100718,"Paper napkins 30th Birthday, white with gold inscription, size after unfolding approx. 33 x 33 cm, size after assembling approx. 16.5 x 16.5 cm. <BR>(1 pkt / 20 pc.)",https://shop.partydeco.pl/media/products/ed526b5ecae93cb02a1a77b74d0406f5/images/SP33-77-30-008_01_S.jpg;https://shop.partydeco.pl/media/products/ed526b5ecae93cb02a1a77b74d0406f5/images/SP33-77-30-008_02_S.jpg;https://shop.partydeco.pl/media/products/ed526b5ecae93cb02a1a77b74d0406f5/images/SP33-77-30-008_op_01_S.jpg;https://shop.partydeco.pl/media/products/ed526b5ecae93cb02a1a77b74d0406f5/images/SP33-77-30-008_04_S.jpg;https://shop.partydeco.pl/media/products/ed526b5ecae93cb02a1a77b74d0406f5/images/SP33-77-30-008_05_S.jpg;https://shop.partydeco.pl/media/products/ed526b5ecae93cb02a1a77b74d0406f5/images/SP33-77-30-008_06_S.jpg;https://shop.partydeco.pl/media/products/ed526b5ecae93cb02a1a77b74d0406f5/images/SP33-77-30-008_07_S.jpg,"Products > Napkins / Candles > Napkins with print","Napkins with print",6.50,23,8.00,PLN,1,300,,PK,20,1,12,48183000,CHN,16.5,2,16.5,0.11,
"Napkins 40th Birthday, white, 33x33cm (1 pkt / 20 pc.)",SP33-77-40-008,5900779100725,"Paper napkins 40th Birthday, white with gold inscription, size after unfolding approx. 33 x 33 cm, size after assembling approx. 16.5 x 16.5 cm. <BR>(1 pkt / 20 pc.)",https://shop.partydeco.pl/media/products/2164a7e3de01f4284306af19dbe42601/images/SP33-77-40-008_01_S.jpg;https://shop.partydeco.pl/media/products/2164a7e3de01f4284306af19dbe42601/images/SP33-77-40-008_02_S.jpg;https://shop.partydeco.pl/media/products/2164a7e3de01f4284306af19dbe42601/images/SP33-77-40-008_op_01_S.jpg;https://shop.partydeco.pl/media/products/2164a7e3de01f4284306af19dbe42601/images/SP33-77-40-008_05_S.jpg;https://shop.partydeco.pl/media/products/2164a7e3de01f4284306af19dbe42601/images/SP33-77-40-008_06_S.jpg;https://shop.partydeco.pl/media/products/2164a7e3de01f4284306af19dbe42601/images/SP33-77-40-008_07_S.jpg;https://shop.partydeco.pl/media/products/2164a7e3de01f4284306af19dbe42601/images/SP33-77-40-008_08_S.jpg,"Products > Napkins / Candles > Napkins with print","Napkins with print",6.50,23,8.00,PLN,1,300,,PK,20,1,12,48183000,CHN,16.5,2,16.5,0.11,
"Napkins 50th Birthday, white, 33x33cm (1 pkt / 20 pc.)",SP33-77-50-008,5900779100732,"Paper napkins 50th Birthday, white with gold inscription, size after unfolding approx. 33 x 33 cm, size after assembling approx. 16.5 x 16.5 cm. <BR>(1 pkt / 20 pc.)",https://shop.partydeco.pl/media/products/8c6c2c8ae340c8218ffa8c6f1ef46ef9/images/SP33-77-50-008_01_S.jpg;https://shop.partydeco.pl/media/products/8c6c2c8ae340c8218ffa8c6f1ef46ef9/images/SP33-77-50-008_02_S.jpg;https://shop.partydeco.pl/media/products/8c6c2c8ae340c8218ffa8c6f1ef46ef9/images/SP33-77-50-008_op_01_S.jpg;https://shop.partydeco.pl/media/products/8c6c2c8ae340c8218ffa8c6f1ef46ef9/images/SP33-77-50-008_04_S.jpg;https://shop.partydeco.pl/media/products/8c6c2c8ae340c8218ffa8c6f1ef46ef9/images/SP33-77-50-008_05_S.jpg;https://shop.partydeco.pl/media/products/8c6c2c8ae340c8218ffa8c6f1ef46ef9/images/SP33-77-50-008_06_S.jpg;https://shop.partydeco.pl/media/products/8c6c2c8ae340c8218ffa8c6f1ef46ef9/images/SP33-77-50-008_07_S.jpg,"Products > Napkins / Candles > Napkins with print","Napkins with print",6.50,23,8.00,PLN,1,300,,PK,20,1,12,48183000,CHN,16.5,2,16.5,0.11,
"Napkins 60th Birthday, white, 33x33cm (1 pkt / 20 pc.)",SP33-77-60-008,5900779100749,"Paper napkins 60th Birthday, white with gold inscription, size after unfolding approx. 33 x 33 cm, size after assembling approx. 16.5 x 16.5 cm. <BR>(1 pkt / 20 pc.)",https://shop.partydeco.pl/media/products/52292f62514fbf4cdd9bebaede6fb367/images/SP33-77-60-008_01_S.jpg;https://shop.partydeco.pl/media/products/52292f62514fbf4cdd9bebaede6fb367/images/SP33-77-60-008_02_S.jpg;https://shop.partydeco.pl/media/products/52292f62514fbf4cdd9bebaede6fb367/images/SP33-77-60-008_op_01_S.jpg;https://shop.partydeco.pl/media/products/52292f62514fbf4cdd9bebaede6fb367/images/SP33-77-60-008_04_S.jpg;https://shop.partydeco.pl/media/products/52292f62514fbf4cdd9bebaede6fb367/images/SP33-77-60-008_05_S.jpg;https://shop.partydeco.pl/media/products/52292f62514fbf4cdd9bebaede6fb367/images/SP33-77-60-008_06_S.jpg;https://shop.partydeco.pl/media/products/52292f62514fbf4cdd9bebaede6fb367/images/SP33-77-60-008_07_S.jpg,"Products > Napkins / Candles > Napkins with print","Napkins with print",6.50,23,8.00,PLN,1,300,,PK,20,1,12,48183000,CHN,16.5,2,16.5,0.11,
"Napkins 70th Birthday, white, 33x33cm (1 pkt / 20 pc.)",SP33-77-70-008,5900779100756,"Paper napkins 70th Birthday, white with gold inscription, size after unfolding approx. 33 x 33 cm, size after assembling approx. 16.5 x 16.5 cm. <BR>(1 pkt / 20 pc.)",https://shop.partydeco.pl/media/products/a583943bb898eee4e2f5997faef54e0e/images/SP33-77-70-008_01_S.jpg;https://shop.partydeco.pl/media/products/a583943bb898eee4e2f5997faef54e0e/images/SP33-77-70-008_02_S.jpg;https://shop.partydeco.pl/media/products/a583943bb898eee4e2f5997faef54e0e/images/SP33-77-70-008_op_01_S.jpg;https://shop.partydeco.pl/media/products/a583943bb898eee4e2f5997faef54e0e/images/SP33-77-70-008_04_S.jpg;https://shop.partydeco.pl/media/products/a583943bb898eee4e2f5997faef54e0e/images/SP33-77-70-008_05_S.jpg,"Products > Napkins / Candles > Napkins with print","Napkins with print",6.50,23,8.00,PLN,1,300,,PK,20,1,12,48183000,CHN,16.5,2,16.5,0.11,
"Paper Straws, iridescent, 19.5cm (1 pkt / 10 pc.)",SPP11-017,5902230796515,"Paper straws, iridescent, length about 19.5 cm. The goods cannot be sold on the German and Swiss market due to the internal legal regulations of Germany and Switzerland. Goods comply with European Union regulations.<BR>(1 pkt / 10 pc.)",https://shop.partydeco.pl/media/products/ccc025c091d9ec63072224e2b0ed5011/images/SPP11-017_01_S.jpg;https://shop.partydeco.pl/media/products/ccc025c091d9ec63072224e2b0ed5011/images/SPP11-017_op_01_S.jpg;https://shop.partydeco.pl/media/products/ccc025c091d9ec63072224e2b0ed5011/images/SPP11-017_03_S.jpg;https://shop.partydeco.pl/media/products/ccc025c091d9ec63072224e2b0ed5011/images/SPP11-017_04_S.jpg;https://shop.partydeco.pl/media/products/ccc025c091d9ec63072224e2b0ed5011/images/SPP11-017_05_S.jpg;https://shop.partydeco.pl/media/products/ccc025c091d9ec63072224e2b0ed5011/images/SPP11-017_06_S.jpg;https://shop.partydeco.pl/media/products/ccc025c091d9ec63072224e2b0ed5011/images/SPP11-017_09_S.jpg;https://shop.partydeco.pl/media/products/ccc025c091d9ec63072224e2b0ed5011/images/SPP11-017_10_S.jpg,"Products > Cups / Plates / Cutlery / Straws > Paper straws","Paper straws",1.18,23,1.45,PLN,1,300,,PK,10,1,50,48239085,CHN,25,1,7,0.016,"'The goods cannot be sold on the German and Swiss market due to the internal legal regulations of Germany and Switzerland. Goods comply with European Union regulations.'"
"Paper Straws, rose gold, 19.5cm (1 pkt / 10 pc.)",SPP9M-019R,5902230796508,"Paper straws, rose gold, length about 19.5 cm. The goods cannot be sold on the German and Swiss market due to the internal legal regulations of Germany and Switzerland. Goods comply with European Union regulations.<BR>(1 pkt / 10 pc.)",https://shop.partydeco.pl/media/products/8e8fda87824c180b015612e1b5768be7/images/SPP9M-019R_01_S.jpg;https://shop.partydeco.pl/media/products/8e8fda87824c180b015612e1b5768be7/images/SPP9M-019R_op_01_S.jpg;https://shop.partydeco.pl/media/products/8e8fda87824c180b015612e1b5768be7/images/SPP9M-019R_08_S.jpg;https://shop.partydeco.pl/media/products/8e8fda87824c180b015612e1b5768be7/images/SPP9M-019R_10_S.jpg;https://shop.partydeco.pl/media/products/8e8fda87824c180b015612e1b5768be7/images/SPP9M-019R_16_S.jpg;https://shop.partydeco.pl/media/products/8e8fda87824c180b015612e1b5768be7/images/SPP9M-019R_17_S.jpg;https://shop.partydeco.pl/media/products/8e8fda87824c180b015612e1b5768be7/images/SPP9M-019R_18_S.jpg;https://shop.partydeco.pl/media/products/8e8fda87824c180b015612e1b5768be7/images/SPP9M-019R_20_S.jpg,"Products > Cups / Plates / Cutlery / Straws > Paper straws","Paper straws",1.18,23,1.45,PLN,1,300,,PK,10,1,50,48239085,CHN,25,1,7,0.016,"'The goods cannot be sold on the German and Swiss market due to the internal legal regulations of Germany and Switzerland. Goods comply with European Union regulations.'"
"Temporary tattoos Bachelorette party, gold (1 pkt / 13 pc.)",TAT1-019,5900779104143,"Temporary tattoos for bachelorette party, gold, set contains inscriptions: bride (2 pcs), maid of honor (2 pcs) and team bride (9 pcs).<BR>(1 pkt / 13 pc.)",https://shop.partydeco.pl/media/products/7d7708d86a5b03e6b57632f95935cdb9/images/TAT1-019_01_S.jpg;https://shop.partydeco.pl/media/products/7d7708d86a5b03e6b57632f95935cdb9/images/TAT1-019_02_S.jpg;https://shop.partydeco.pl/media/products/7d7708d86a5b03e6b57632f95935cdb9/images/TAT1-019_op_01_S.jpg,"Products > Costumes and accessories > Gadgets",Gadgets,4.39,23,5.40,PLN,1,300,,PK,13,1,40,49089000,POL,14,0.1,24,0.01195,
"Temporary tattoos Bachelorette party, rose gold (1 pkt / 13 pc.)",TAT1-019R,5900779104167,"Temporary tattoos for bachelorette party, rose gold, set contains inscriptions: bride (2 pcs), maid of honor (2 pcs) and team bride (9 pcs).<BR>(1 pkt / 13 pc.)",https://shop.partydeco.pl/media/products/4b4ee87f7de89f166bf917dd1bb38c06/images/TAT1-019R_01_S.jpg;https://shop.partydeco.pl/media/products/4b4ee87f7de89f166bf917dd1bb38c06/images/TAT1-019R_02_S.jpg;https://shop.partydeco.pl/media/products/4b4ee87f7de89f166bf917dd1bb38c06/images/TAT1-019R_op_01_S.jpg,"Products > Costumes and accessories > Gadgets",Gadgets,4.39,23,5.40,PLN,1,300,,PK,13,1,40,49089000,POL,14,0.1,24,0.01195,
"Temporary tattoos Bachelorette party, gold (1 pkt / 15 pc.)",TAT2-019ME,5900779104181,"Temporary tattoos for bachelorette party, metallic gold, set contains inscriptions: bride (2 pcs), bridesmaid (2 pcs) and team bride (11 pcs).<BR>(1 pkt / 15 pc.)",https://shop.partydeco.pl/media/products/fde93e086c6949be3fbf9fd6e3b7849e/images/TAT2-019ME_01_S.jpg;https://shop.partydeco.pl/media/products/fde93e086c6949be3fbf9fd6e3b7849e/images/TAT2-019ME_02_S.jpg;https://shop.partydeco.pl/media/products/fde93e086c6949be3fbf9fd6e3b7849e/images/TAT2-019ME_op_01_S.jpg,"Products > Costumes and accessories > Gadgets",Gadgets,6.73,23,8.28,PLN,1,300,,PK,15,1,40,49089000,POL,14,0.1,24,0.01195,
"Temporary tattoos Zodiac signs, gold (1 pkt / 12 pc.)",TAT3-019ME,5900779104204,"Temporary tattoos Zodiac signs, metallic gold, set contains one tattoo of each sign.<BR>(1 pkt / 12 pc.)",https://shop.partydeco.pl/media/products/bcb3f5cd20273e782d74716b040b9cbd/images/TAT3-019ME_01_S.jpg;https://shop.partydeco.pl/media/products/bcb3f5cd20273e782d74716b040b9cbd/images/TAT3-019ME_02_S.jpg;https://shop.partydeco.pl/media/products/bcb3f5cd20273e782d74716b040b9cbd/images/TAT3-019ME_op_01_S.jpg,"Products > Costumes and accessories > Gadgets",Gadgets,6.08,23,7.48,PLN,1,112,,PK,12,1,40,49089000,POL,14,0.1,24,0.01195,
"Strass tape, silver, 4x900cm",TC1-4-018,5902230795235,"Strass tape, silver, width approx. 4 cm, length approx. 9 m.",https://shop.partydeco.pl/media/products/c6b5d4b9b77c66f60f0d4d9619163472/images/TC1-4-018_01_S.jpg;https://shop.partydeco.pl/media/products/c6b5d4b9b77c66f60f0d4d9619163472/images/TC1-4-018_02_S.jpg;https://shop.partydeco.pl/media/products/c6b5d4b9b77c66f60f0d4d9619163472/images/TC1-4-018_op_01_S.jpg;https://shop.partydeco.pl/media/products/c6b5d4b9b77c66f60f0d4d9619163472/images/TC1-4-018_03_S.jpg,"Products > Tapes / Fabrics > Tapes / Ribbons > Glitter and strass tapes","Glitter and strass tapes",7.80,23,9.59,PLN,1,300,,PC,1,1,48,54075200,CHN,4.5,8,8,0.16,
"Tassel garland, mix, 1.2m",TGA1-000,5900779102514,"Tassel Garland, mix colours, length approx. 1.2 m, height approx. 12 cm.",https://shop.partydeco.pl/media/products/a280b6cd0abfbd35612e2a11ca0f25c9/images/TGA1-000_01_S.jpg;https://shop.partydeco.pl/media/products/a280b6cd0abfbd35612e2a11ca0f25c9/images/TGA1-000_02_S.jpg;https://shop.partydeco.pl/media/products/a280b6cd0abfbd35612e2a11ca0f25c9/images/TGA1-000_op_01_S.jpg;https://shop.partydeco.pl/media/products/a280b6cd0abfbd35612e2a11ca0f25c9/images/TGA1-000_03_S.jpg;https://shop.partydeco.pl/media/products/a280b6cd0abfbd35612e2a11ca0f25c9/images/TGA1-000_04_S.jpg;https://shop.partydeco.pl/media/products/a280b6cd0abfbd35612e2a11ca0f25c9/images/TGA1-000_05_S.jpg;https://shop.partydeco.pl/media/products/a280b6cd0abfbd35612e2a11ca0f25c9/images/TGA1-000_06_S.jpg,"Products > Garlands / Tassels > Tassel garlands","Tassel garlands",6.15,23,7.56,PLN,1,300,,PC,1,1,50,95059000,CHN,12,2,19,0.031,
"Treat bags Yummy, light blue, 13x14cm (1 pkt / 6 pc.)",TNSP5-001J,5902230795471,"Treat bags Yummy, light blue, set contains 6 bags with print and 6 stickers, sizes after assembling approx. 13 x 14 cm. <BR>(1 pkt / 6 pc.)",https://shop.partydeco.pl/media/products/e4d2ab2635ccbec5434156a10fd6962e/images/TNSP5-001J_01_S.jpg;https://shop.partydeco.pl/media/products/e4d2ab2635ccbec5434156a10fd6962e/images/TNSP5-001J_05_S.jpg;https://shop.partydeco.pl/media/products/e4d2ab2635ccbec5434156a10fd6962e/images/TNSP5-001J_op_01_S.jpg;https://shop.partydeco.pl/media/products/e4d2ab2635ccbec5434156a10fd6962e/images/TNSP5-001J_06_S.jpg;https://shop.partydeco.pl/media/products/e4d2ab2635ccbec5434156a10fd6962e/images/TNSP5-001J_08_S.jpg;https://shop.partydeco.pl/media/products/e4d2ab2635ccbec5434156a10fd6962e/images/TNSP5-001J_10_S.jpg;https://shop.partydeco.pl/media/products/e4d2ab2635ccbec5434156a10fd6962e/images/TNSP5-001J_11_S.jpg;https://shop.partydeco.pl/media/products/e4d2ab2635ccbec5434156a10fd6962e/images/TNSP5-001J_12_S.jpg,"Products > Boxes / Pouches > Treat bags","Treat bags",2.08,23,2.56,PLN,1,300,,PK,6,1,50,48194000,CHN,19,1.5,13,0.026,
"Treat bags Yummy, light lilac, 13x14cm (1 pkt / 6 pc.)",TNSP5-004J,5902230795464,"Treat bags Yummy, light lilac, set contains 6 bags with print and 6 stickers, sizes after assembling approx. 13 x 14 cm. <BR>(1 pkt / 6 pc.)",https://shop.partydeco.pl/media/products/ec42493eb73d9f4d1aa42a491aed36fe/images/TNSP5-004J_01_S.jpg;https://shop.partydeco.pl/media/products/ec42493eb73d9f4d1aa42a491aed36fe/images/TNSP5-004J_05_S.jpg;https://shop.partydeco.pl/media/products/ec42493eb73d9f4d1aa42a491aed36fe/images/TNSP5-004J_op_01_S.jpg;https://shop.partydeco.pl/media/products/ec42493eb73d9f4d1aa42a491aed36fe/images/TNSP5-004J_06_S.jpg;https://shop.partydeco.pl/media/products/ec42493eb73d9f4d1aa42a491aed36fe/images/TNSP5-004J_08_S.jpg;https://shop.partydeco.pl/media/products/ec42493eb73d9f4d1aa42a491aed36fe/images/TNSP5-004J_09_S.jpg,"Products > Boxes / Pouches > Treat bags","Treat bags",2.08,23,2.56,PLN,1,300,,PK,6,1,50,48194000,CHN,19,1.5,13,0.026,
"Treat bags Yummy, light pink, 13x14cm (1 pkt / 6 pc.)",TNSP5-081J,5902230795488,"Treat bags Yummy, light pink, set contains 6 bags with print and 6 stickers, sizes after assembling approx. 13 x 14 cm. <BR>(1 pkt / 6 pc.)",https://shop.partydeco.pl/media/products/42351cf9569bb6d71004438c8efec390/images/TNSP5-081J_01_S.jpg;https://shop.partydeco.pl/media/products/42351cf9569bb6d71004438c8efec390/images/TNSP5-081J_05_S.jpg;https://shop.partydeco.pl/media/products/42351cf9569bb6d71004438c8efec390/images/TNSP5-081J_op_01_S.jpg;https://shop.partydeco.pl/media/products/42351cf9569bb6d71004438c8efec390/images/TNSP5-081J_06_S.jpg;https://shop.partydeco.pl/media/products/42351cf9569bb6d71004438c8efec390/images/TNSP5-081J_07_S.jpg;https://shop.partydeco.pl/media/products/42351cf9569bb6d71004438c8efec390/images/TNSP5-081J_08_S.jpg;https://shop.partydeco.pl/media/products/42351cf9569bb6d71004438c8efec390/images/TNSP5-081J_09_S.jpg;https://shop.partydeco.pl/media/products/42351cf9569bb6d71004438c8efec390/images/TNSP5-081J_10_S.jpg,"Products > Boxes / Pouches > Treat bags","Treat bags",2.16,23,2.66,PLN,0,0,2021-05-30,PK,6,1,50,48194000,CHN,19,1.5,13,0.026,
"Treat bags Yummy, light yellow, 13x14cm (1 pkt / 6 pc.)",TNSP5-084J,5902230795501,"Treat bags Yummy, light yellow, set contains 6 bags with print and 6 stickers, sizes after assembling approx. 13 x 14 cm. <BR>(1 pkt / 6 pc.)",https://shop.partydeco.pl/media/products/d35c17a8c7d221d016afaf40068b6e60/images/TNSP5-084J_01_S.jpg;https://shop.partydeco.pl/media/products/d35c17a8c7d221d016afaf40068b6e60/images/TNSP5-084J_05_S.jpg;https://shop.partydeco.pl/media/products/d35c17a8c7d221d016afaf40068b6e60/images/TNSP5-084J_op_01_S.jpg;https://shop.partydeco.pl/media/products/d35c17a8c7d221d016afaf40068b6e60/images/TNSP5-084J_06_S.jpg;https://shop.partydeco.pl/media/products/d35c17a8c7d221d016afaf40068b6e60/images/TNSP5-084J_08_S.jpg;https://shop.partydeco.pl/media/products/d35c17a8c7d221d016afaf40068b6e60/images/TNSP5-084J_09_S.jpg,"Products > Boxes / Pouches > Treat bags","Treat bags",2.08,23,2.56,PLN,1,300,,PK,6,1,50,48194000,CHN,19,1.5,13,0.026,
